Date,ClosePrice,A,B,C,D,E,F,G
20131212,26.25,4.81719 ,0.13281 ,2.15534 ,-0.33465 ,-0.30449 ,-0.32258 ,-0.99007 
20131213,26.31,4.26247 ,3.32498 ,-3.34735 ,-3.00297 ,1.94550 ,0.62852 ,-1.96081 
20131216,26.25,3.66055 ,3.49094 ,2.06372 ,-1.00510 ,-0.80961 ,-0.63383 ,-0.23152 
20131217,26.49,3.37792 ,3.64396 ,0.70179 ,-0.94337 ,-0.16947 ,-1.30822 ,0.50759 
20131218,26.77,3.33283 ,2.10784 ,-0.85158 ,0.73801 ,0.59894 ,-2.47975 ,0.63701 
20131219,26.79,3.78964 ,-0.47162 ,1.14086 ,2.79341 ,-0.98017 ,-1.82233 ,-0.26966 
20131220,26.75,4.30230 ,-1.23843 ,0.36223 ,2.32327 ,-0.36530 ,-0.45735 ,-1.26697 
20131223,26.7,4.41795 ,-1.24835 ,-0.09056 ,1.91815 ,-0.17877 ,0.44507 ,-1.29328 
20131224,26.88,4.44465 ,-0.72978 ,0.34046 ,1.19545 ,-0.06305 ,1.07578 ,-0.86716 
20131225,27.01,4.47759 ,-2.21302 ,-3.14691 ,1.32494 ,1.18275 ,0.33047 ,0.24520 
20131226,27.01,4.78153 ,-3.34581 ,-4.77417 ,0.97138 ,0.70305 ,0.52046 ,0.20302 
20131227,27.01,5.18455 ,-3.51789 ,0.61430 ,0.98338 ,-1.51077 ,1.54381 ,0.42684 
20131230,27.09,5.23871 ,-3.68235 ,0.62096 ,0.98136 ,-1.23773 ,1.30159 ,0.68252 
20131231,27.03,5.34183 ,-3.93933 ,-1.84079 ,0.76969 ,0.30622 ,0.82731 ,0.66305 
20140102,26.98,5.61309 ,-3.50212 ,0.16613 ,-0.50610 ,-0.52941 ,2.07830 ,0.71386 
20140103,26.8,5.59950 ,-2.85043 ,0.05149 ,-1.32123 ,-0.38880 ,1.51125 ,1.31701 
20140106,26.78,5.48664 ,-1.32473 ,1.07696 ,-2.50027 ,-0.16914 ,1.62639 ,1.22787 
20140107,26.83,5.20995 ,0.06629 ,1.68414 ,-2.45348 ,0.07523 ,-0.00589 ,2.00935 
20140108,26.8,5.04787 ,0.43933 ,0.76905 ,-1.82244 ,0.51046 ,-1.55290 ,2.07567 
20140109,26.97,5.08711 ,0.76167 ,1.19716 ,-1.65589 ,0.19453 ,-1.50872 ,1.14414 
20140110,27.05,5.08742 ,-0.69007 ,-0.86247 ,-0.22833 ,0.60807 ,-2.20993 ,0.29941 
20140113,27.02,5.31970 ,-1.75819 ,-1.90280 ,0.07060 ,0.44208 ,-1.33069 ,-0.50525 
20140114,26.91,5.54119 ,-1.53199 ,1.01416 ,0.09136 ,-0.74116 ,-0.19782 ,-0.43634 
20140115,26.89,5.50397 ,-0.49051 ,-0.78853 ,-1.11749 ,0.11418 ,0.51300 ,-1.01501 
20140116,26.96,5.34595 ,0.30076 ,-0.83172 ,-1.60264 ,0.16147 ,0.10805 ,-0.09198 
20140117,26.44,5.32622 ,-0.06068 ,1.46307 ,-0.68105 ,-0.78772 ,-0.98523 ,1.08678 
20140120,26.6,5.09786 ,3.39314 ,1.19830 ,-3.30403 ,-0.45320 ,1.09635 ,0.08476 
20140121,26.88,4.27766 ,2.48489 ,-1.25143 ,-1.00603 ,0.59561 ,-1.90182 ,1.31587 
20140122,26.65,4.55131 ,0.19620 ,1.20357 ,1.03536 ,-0.77697 ,-2.61034 ,1.14319 
20140123,26.53,4.80652 ,1.28569 ,1.22522 ,-0.61920 ,-0.60056 ,-0.37258 ,-0.04391 
20140124,26.47,4.47882 ,1.73552 ,0.40403 ,-0.37628 ,-0.04531 ,0.19270 ,-0.77525 
20140127,26.78,4.26129 ,2.65580 ,1.22465 ,-0.79066 ,-0.37077 ,0.42322 ,-0.17063 
20140205,26.59,4.20474 ,0.63168 ,1.20570 ,1.50168 ,-0.45650 ,-1.70725 ,1.08532 
20140206,26.88,4.47541 ,1.54959 ,0.75149 ,0.11048 ,0.00253 ,0.35693 ,-0.45141 
20140207,26.59,4.37405 ,-0.45256 ,-2.13514 ,1.86506 ,0.97311 ,-1.29155 ,0.07954 
20140210,26.79,4.67782 ,1.01551 ,1.74605 ,0.31856 ,-0.79441 ,1.45919 ,-0.52709 
20140211,26.57,4.52101 ,1.92885 ,-1.79896 ,-0.08715 ,0.60326 ,-0.70914 ,1.47821 
20140212,27.05,4.56519 ,2.63719 ,1.40970 ,-0.35098 ,-0.20110 ,1.03529 ,-0.40128 
20140213,26.61,4.44562 ,0.90023 ,0.79058 ,1.90854 ,-0.28705 ,-2.44715 ,1.67098 
20140214,26.47,4.92771 ,2.54351 ,1.46998 ,-0.20647 ,-0.15502 ,0.72869 ,-0.47030 
20140217,26.71,4.31624 ,3.70815 ,-3.33333 ,-1.11671 ,2.01232 ,0.03006 ,-0.70777 
20140218,26.78,4.18869 ,2.57535 ,1.20398 ,1.43662 ,-0.69813 ,-1.15168 ,-0.12786 
20140219,26.47,4.46770 ,2.47632 ,1.44848 ,1.42972 ,-0.77687 ,-0.87907 ,-0.20266 
20140220,26.74,4.41655 ,3.65515 ,0.86584 ,0.30530 ,-0.13681 ,0.93921 ,-1.45921 
20140221,26.68,4.21325 ,2.26214 ,1.70237 ,2.49184 ,-0.82990 ,-0.34570 ,-0.91112 
20140224,26.76,4.39642 ,2.26344 ,1.44033 ,2.26251 ,-0.61223 ,0.29899 ,-1.08991 
20140225,26.79,4.25940 ,1.70570 ,-6.32336 ,1.78737 ,2.25667 ,-0.42890 ,-1.50965 
20140226,27.13,4.49363 ,1.40742 ,0.81594 ,2.65638 ,-1.41222 ,1.08496 ,-1.14598 
20140227,27.14,4.54550 ,-0.67776 ,-8.70059 ,2.54116 ,1.01063 ,-0.47974 ,-0.63133 
20140303,27.14,5.15883 ,-1.22611 ,-3.58699 ,2.62064 ,-1.50087 ,1.10011 ,-1.04500 
20140304,27.1,5.34486 ,-1.26151 ,-2.64353 ,2.11042 ,-2.34699 ,1.52136 ,-0.72909 
20140305,27.12,5.51394 ,-1.22723 ,-0.06947 ,2.12876 ,-2.78716 ,2.34641 ,-0.57917 
20140306,27.03,5.58161 ,-0.94653 ,-1.03984 ,1.02196 ,-1.76438 ,1.94033 ,0.89435 
20140307,27.13,5.70349 ,-0.48623 ,1.54090 ,0.30997 ,-2.03661 ,2.35286 ,0.94525 
20140310,27.3,5.65721 ,-0.79445 ,0.22815 ,0.67453 ,-1.39277 ,0.85334 ,1.59239 
20140311,27.34,5.86128 ,-2.06398 ,-0.24944 ,1.95231 ,-0.90147 ,0.29763 ,1.09506 
20140312,27.5,6.26007 ,-2.58718 ,1.24273 ,1.79724 ,-1.41972 ,0.98516 ,0.73514 
20140313,27.49,6.45075 ,-3.58923 ,-3.40468 ,1.47066 ,0.32664 ,0.78083 ,-0.08072 
20140314,27.38,6.78598 ,-3.81683 ,-0.72547 ,1.26428 ,-0.99141 ,1.84550 ,0.11305 
20140317,27.68,6.85743 ,-2.98182 ,0.77245 ,0.32044 ,-1.46281 ,2.29679 ,0.77482 
20140318,27.47,6.87765 ,-4.25412 ,-5.07190 ,0.61628 ,0.75408 ,0.62608 ,1.00138 
20140319,27.54,7.31858 ,-3.04029 ,0.28642 ,-0.68341 ,-1.27578 ,2.32482 ,0.97263 
20140320,27.56,7.27769 ,-2.62424 ,0.89069 ,-0.49758 ,-1.32721 ,0.97578 ,1.37628 
20140321,27.56,7.38698 ,-2.50449 ,0.22166 ,-0.60064 ,-0.53167 ,0.69262 ,0.90075 
20140324,27.3,7.52078 ,-1.77842 ,1.98155 ,-1.10984 ,-0.72880 ,0.23045 ,1.23397 
20140325,27.46,7.36783 ,0.10535 ,1.27407 ,-2.23803 ,-0.46139 ,1.10530 ,0.15292 
20140326,27.26,7.05891 ,-0.21136 ,1.32755 ,-0.96875 ,-0.23234 ,-1.52402 ,1.69723 
20140327,27.57,7.16047 ,1.04552 ,1.73635 ,-2.03425 ,-0.00987 ,-0.23987 ,0.28997 
20140328,27.56,7.04998 ,-0.43775 ,1.63733 ,0.33176 ,-0.22943 ,-2.14007 ,1.04656 
20140331,27.57,7.39203 ,-0.98192 ,1.62908 ,0.56556 ,-0.18105 ,-0.88292 ,-0.39659 
20140401,27.77,7.50625 ,-0.89404 ,0.96216 ,0.30926 ,0.44988 ,-0.85426 ,-0.44085 
20140402,27.77,7.00905 ,-3.54791 ,-22.29065 ,-3.06536 ,1.60927 ,-1.80881 ,-0.93417 
20140403,27.79,7.69565 ,-2.83705 ,-2.37874 ,-1.38808 ,-5.31858 ,0.11136 ,0.11200 
20140407,27.94,7.80208 ,-3.11574 ,-1.60092 ,-1.24139 ,-5.73171 ,0.32223 ,0.34842 
20140408,27.77,8.07309 ,-3.99945 ,-1.24685 ,-0.00288 ,-3.41365 ,-0.15201 ,0.21380 
20140409,27.92,8.28122 ,-2.82913 ,-0.30509 ,-1.61773 ,-3.46813 ,1.18125 ,0.12834 
20140410,27.94,8.19476 ,-3.49905 ,-0.34256 ,-0.50685 ,-3.55543 ,-0.56923 ,1.48764 
20140411,27.97,8.46385 ,-3.81476 ,0.65037 ,-0.51920 ,-3.77440 ,-0.01818 ,1.07971 
20140414,27.68,8.60797 ,-4.03923 ,-1.49254 ,-0.66907 ,-1.14349 ,-0.38268 ,0.97177 
20140415,27.86,8.67850 ,-1.64725 ,1.12064 ,-2.74532 ,-2.06410 ,1.87174 ,-0.07576 
20140416,27.91,8.31986 ,-2.35058 ,-0.13018 ,-1.42585 ,-1.64626 ,-0.85370 ,1.68227 
20140417,27.7,8.56401 ,-2.86965 ,0.24181 ,-1.07202 ,-1.65498 ,-0.63495 ,1.22140 
20140418,27.79,8.56868 ,-0.61577 ,1.16451 ,-2.76859 ,-1.90932 ,0.20231 ,0.92162 
20140421,27.87,8.36600 ,-1.07752 ,-0.83448 ,-1.37058 ,-0.08292 ,-0.79451 ,0.55363 
20140422,27.98,8.46086 ,-1.37683 ,0.99895 ,-0.61769 ,-0.94931 ,-1.31869 ,0.99774 
20140423,28.02,8.68148 ,-2.07757 ,1.52185 ,-0.00479 ,-1.11809 ,-1.32627 ,0.99688 
20140424,28.3,8.89012 ,-2.35344 ,-1.23268 ,-0.24877 ,0.18898 ,-0.63881 ,-0.49183 
20140425,28.14,9.20560 ,-3.68506 ,0.07512 ,1.00970 ,-0.81945 ,-0.96911 ,-0.13166 
20140428,28.12,9.64023 ,-2.87147 ,0.52834 ,-0.62627 ,-0.83256 ,0.89228 ,-0.83146 
20140429,28.29,9.51832 ,-2.01477 ,0.35047 ,-0.99293 ,-0.52036 ,0.23226 ,0.14588 
20140430,28.27,9.65002 ,-2.90239 ,0.41199 ,-0.11556 ,-0.53368 ,-0.41909 ,0.40420 
20140502,27.99,9.94473 ,-2.56603 ,2.02337 ,-0.51983 ,-1.00119 ,-0.04819 ,0.40074 
20140505,27.83,9.91207 ,-0.65168 ,1.56597 ,-2.46407 ,-0.46721 ,1.25450 ,-0.57698 
20140506,27.93,9.39274 ,1.37580 ,0.54932 ,-2.87851 ,0.41802 ,0.05265 ,-0.18096 
20140507,27.78,9.13734 ,1.43945 ,1.31772 ,-1.96892 ,-0.24019 ,-1.63616 ,0.80580 
20140508,27.64,9.04710 ,2.92379 ,0.67886 ,-2.71304 ,0.03480 ,-1.21818 ,0.16858 
20140509,27.5,8.67864 ,3.76046 ,0.72610 ,-2.30011 ,-0.20030 ,-1.32011 ,-0.45331 
20140512,27.2,8.34292 ,4.89727 ,2.23460 ,-1.63759 ,-0.58756 ,-1.11935 ,-0.43764 
20140513,27.41,7.80673 ,6.71606 ,0.14250 ,-2.49735 ,0.58906 ,-0.93968 ,-0.52146 
20140514,27.56,7.26736 ,5.53214 ,1.12103 ,0.24984 ,-0.36219 ,-2.69230 ,0.32256 
20140515,27.77,7.49771 ,4.20251 ,1.90565 ,1.64097 ,-1.04320 ,-2.04936 ,-0.81515 
20140516,27.77,7.67281 ,2.26791 ,0.75215 ,3.30386 ,-0.66021 ,-2.22969 ,-0.98424 
20140519,27.51,8.06400 ,1.37672 ,1.14326 ,3.57730 ,-0.82954 ,-0.25091 ,-2.38182 
20140520,27.59,8.02853 ,3.20956 ,1.70006 ,1.61702 ,-0.98091 ,1.87571 ,-2.17999 
20140521,27.59,7.72792 ,3.32927 ,-0.56730 ,1.37263 ,0.74691 ,0.90740 ,-0.91441 
20140522,27.56,7.72805 ,2.66308 ,1.87074 ,1.82466 ,-0.58003 ,0.92392 ,-0.19382 
20140523,27.79,7.75899 ,2.60152 ,1.63127 ,1.83551 ,-0.35620 ,0.92252 ,-0.50262 
20140526,27.8,7.78053 ,1.26784 ,-2.23691 ,2.80593 ,1.90988 ,-0.87665 ,-0.29939 
20140527,28.02,8.16377 ,0.94101 ,-2.47934 ,2.04966 ,1.55826 ,0.11990 ,-0.85464 
20140528,28.25,8.44820 ,-0.70607 ,1.54069 ,3.46514 ,-0.77322 ,0.16842 ,0.00938 
20140529,28.17,8.93059 ,-2.88594 ,-1.20622 ,3.81676 ,0.60439 ,0.51241 ,-0.33419 
20140530,28.32,9.42631 ,-2.64447 ,0.01468 ,2.62313 ,0.41552 ,1.99414 ,-0.47846 
20140603,28.39,9.48020 ,-3.58727 ,-4.27159 ,2.52534 ,1.97060 ,1.34676 ,-0.16424 
20140604,28.13,9.89529 ,-3.89539 ,-0.02901 ,2.54282 ,-0.16607 ,1.83569 ,0.51217 
20140605,28.11,10.05514 ,-1.90212 ,1.50025 ,-0.04389 ,-0.34251 ,3.31294 ,0.77457 
20140606,28.01,9.76797 ,-1.41701 ,1.04384 ,-0.02135 ,0.52405 ,1.83192 ,1.52362 
20140609,28.25,9.64805 ,-0.22748 ,1.24365 ,-0.94789 ,0.78020 ,1.23635 ,1.90823 
20140610,28.02,9.46362 ,-1.45223 ,-6.58589 ,-0.73644 ,3.26360 ,-1.26372 ,2.35629 
20140611,27.88,9.75939 ,-0.16100 ,0.07426 ,-1.51342 ,-0.10725 ,0.57442 ,1.08076 
20140612,27.81,9.47211 ,1.48644 ,1.05344 ,-2.20983 ,-0.26960 ,0.33813 ,1.05978 
20140613,27.55,9.16844 ,2.37189 ,2.28524 ,-1.59648 ,-0.32013 ,-0.26428 ,1.04655 
20140616,27.34,8.69210 ,4.11156 ,-1.83765 ,-2.84549 ,1.45012 ,-0.77492 ,0.85702 
20140617,27.2,8.10463 ,5.44702 ,0.62235 ,-2.47422 ,-0.01569 ,-0.97868 ,0.88598 
20140618,27.42,7.52431 ,6.26657 ,0.59406 ,-2.07427 ,-0.45635 ,-1.09547 ,0.72960 
20140619,27.32,7.22027 ,4.95897 ,0.23321 ,0.07681 ,-0.10390 ,-2.70140 ,0.67164 
20140620,27.47,7.30400 ,5.09425 ,1.77275 ,0.49536 ,-1.02241 ,-1.54333 ,-0.44774 
20140623,27.16,7.21232 ,4.20641 ,1.63948 ,1.90919 ,-1.17198 ,-1.55341 ,-0.63312 
20140624,27.1,7.12490 ,5.68876 ,0.47289 ,0.30598 ,-0.42544 ,0.53929 ,-1.81671 
20140625,27.1,6.57769 ,5.93793 ,0.06580 ,0.80961 ,-0.14390 ,-0.38249 ,-0.58831 
20140626,26.77,6.34450 ,5.75080 ,-0.53881 ,1.15038 ,0.06345 ,-0.48740 ,-0.64112 
20140627,26.64,6.05269 ,7.45258 ,-1.24368 ,-0.35070 ,0.50783 ,0.55185 ,-0.05897 
20140630,26.74,5.35525 ,7.51637 ,-0.91352 ,0.48269 ,0.08591 ,0.02607 ,0.29353 
20140701,26.61,5.00951 ,6.82034 ,-0.41097 ,1.72580 ,-0.45005 ,-1.09923 ,0.64582 
20140702,26.71,4.74077 ,6.88596 ,-6.06852 ,0.45732 ,1.19316 ,-0.67423 ,-0.00225 
20140703,26.96,4.63771 ,6.59815 ,-8.24052 ,-0.39340 ,0.10534 ,0.65293 ,0.17271 
20140704,26.95,4.68567 ,4.20545 ,-1.14671 ,2.92313 ,-3.08545 ,-1.16536 ,0.77690 
20140707,27.05,5.02853 ,3.62062 ,-0.95015 ,2.68498 ,-2.77281 ,-0.05992 ,0.33883 
20140708,26.8,5.20502 ,2.97960 ,-0.82869 ,3.17484 ,-2.26004 ,0.34544 ,-0.17853 
20140709,26.7,5.24031 ,3.81528 ,0.50354 ,2.11804 ,-2.69223 ,1.93992 ,-0.23189 
20140710,26.47,4.88307 ,4.75752 ,-0.07514 ,1.30463 ,-1.85015 ,1.28457 ,0.72779 
20140711,25.8,4.45574 ,5.95856 ,-4.89051 ,-0.52334 ,-0.26319 ,1.50313 ,0.70853 
20140714,26.15,3.62603 ,8.38581 ,-1.13571 ,-2.08171 ,-1.57473 ,2.62721 ,1.60488 
20140715,26.15,2.66871 ,6.36088 ,-0.26507 ,1.24113 ,-2.26835 ,-1.17579 ,2.98886 
20140716,25.19,2.47589 ,5.24679 ,-12.34473 ,-0.94896 ,-0.01794 ,-0.96226 ,1.55109 
20140717,24.85,1.67952 ,8.54693 ,-11.56100 ,-4.98774 ,-3.23774 ,2.21348 ,1.92165 
20140718,25.27,0.25207 ,9.68157 ,-3.30025 ,-3.57559 ,-6.22393 ,2.29770 ,2.23612 
20140721,25.21,-0.36468 ,7.69908 ,-1.08221 ,-0.21064 ,-5.82934 ,-0.62650 ,3.00260 
20140722,25.53,-0.28048 ,7.35476 ,-0.70277 ,0.04300 ,-4.52528 ,-0.08374 ,2.02791 
20140724,25.45,-0.25755 ,4.91273 ,-0.61518 ,2.78534 ,-4.71341 ,-0.99542 ,1.04276 
20140725,25.12,-0.01355 ,4.24590 ,-0.04922 ,2.84201 ,-4.99544 ,0.55315 ,-0.10631 
20140728,25.12,-0.23262 ,6.13129 ,-1.22012 ,0.41130 ,-3.30929 ,2.12456 ,0.03834 
20140729,25.41,-0.70523 ,6.20686 ,0.44550 ,1.35365 ,-3.22404 ,1.17924 ,0.73157 
20140730,25.9,-0.74018 ,4.49767 ,-0.35209 ,2.79278 ,-2.66961 ,-0.58544 ,1.59350 
20140731,25.74,-0.24838 ,0.91671 ,-4.10689 ,4.45628 ,-1.87034 ,-1.55678 ,1.32099 
20140801,25.89,0.56393 ,0.82710 ,0.34064 ,3.51774 ,-3.79049 ,1.66489 ,-0.08672 
20140804,26.21,0.80901 ,0.47149 ,0.23061 ,3.26520 ,-2.96866 ,2.04345 ,-0.00579 
20140805,26.29,1.18243 ,-1.55350 ,-1.58856 ,4.67640 ,-1.24012 ,0.47305 ,0.38179 
20140806,26.32,1.84495 ,-2.21379 ,0.44240 ,3.97540 ,-1.94962 ,1.51426 ,0.87700 
20140807,25.79,2.23406 ,-3.31948 ,0.83582 ,3.64036 ,-2.00057 ,2.34097 ,0.92313 
20140808,25.72,2.19564 ,-0.35690 ,-1.16334 ,-0.39410 ,-0.07938 ,4.64407 ,0.38414 
20140811,26.23,1.58649 ,1.06969 ,0.96835 ,-0.56663 ,-0.47641 ,2.79876 ,2.33408 
20140812,26.25,1.51354 ,-1.55905 ,-0.91064 ,2.06592 ,-0.10806 ,-0.84125 ,3.59425 
20140813,26.24,2.18982 ,-1.76754 ,-0.90327 ,1.22164 ,-0.08807 ,0.43935 ,2.16727 
20140814,26.06,2.38849 ,-2.36359 ,1.05812 ,1.49048 ,-1.22712 ,1.29629 ,1.71712 
20140815,26.1,2.37698 ,-1.36334 ,1.69015 ,0.57411 ,-1.11029 ,1.92070 ,1.28825 
20140818,25.89,2.25445 ,-0.97979 ,1.71201 ,0.18326 ,-0.23001 ,0.57443 ,2.57200 
20140819,25.84,2.17441 ,0.83586 ,0.14173 ,-1.73729 ,0.99492 ,1.27802 ,1.96395 
20140820,25.89,1.80345 ,1.28117 ,-0.62780 ,-1.76378 ,0.97141 ,0.41342 ,2.08913 
20140821,26.22,1.63658 ,0.67157 ,-2.46363 ,-1.39968 ,1.12489 ,-0.67901 ,1.91577 
20140822,26.23,1.83809 ,-0.99268 ,0.71121 ,1.25702 ,-0.50648 ,-2.27700 ,2.64650 
20140825,26.39,2.29752 ,-1.69144 ,1.18793 ,1.55229 ,-0.64571 ,-0.40449 ,1.03325 
20140826,26.45,2.58072 ,-2.82580 ,-0.27875 ,1.86191 ,0.37537 ,-0.29464 ,0.35120 
20140827,26.46,2.99904 ,-3.33314 ,0.81045 ,1.30735 ,-0.19901 ,1.02019 ,0.13077 
20140828,26.6,3.20584 ,-3.61215 ,0.89211 ,0.97133 ,-0.02501 ,1.37759 ,0.61706 
20140829,26.46,3.37484 ,-4.68903 ,-0.63898 ,1.37059 ,0.73749 ,1.06715 ,0.76566 
20140901,26.31,3.60416 ,-3.44550 ,-0.77426 ,-0.48525 ,0.98146 ,2.21153 ,0.55907 
20140902,26.23,3.36837 ,-2.04938 ,-1.52285 ,-1.70758 ,1.07068 ,1.58076 ,1.36887 
20140903,26.71,3.20557 ,-0.87231 ,0.78322 ,-2.20217 ,0.13696 ,0.78090 ,1.86593 
20140904,26.96,3.27341 ,-3.36526 ,0.73636 ,0.51486 ,-0.00246 ,-2.14646 ,3.27009 
20140905,27.04,4.13347 ,-4.50484 ,-0.26411 ,0.59941 ,0.45646 ,-0.99913 ,1.27812 
20140909,27.04,4.72060 ,-4.95780 ,0.80360 ,0.74342 ,-0.08139 ,-0.10586 ,0.68065 
20140910,26.89,5.14530 ,-4.29931 ,0.65853 ,-0.24274 ,0.00738 ,1.28208 ,-0.18728 
20140911,26.6,5.18786 ,-2.86572 ,2.04991 ,-1.18725 ,-0.09192 ,1.41977 ,0.18417 
20140912,26.56,4.89927 ,-0.40213 ,1.61417 ,-2.74360 ,0.68774 ,1.44835 ,0.89299 
20140915,26.82,4.46366 ,0.64990 ,2.08731 ,-2.41184 ,0.69268 ,-0.09579 ,1.58509 
20140916,26.53,4.40746 ,-0.33927 ,-0.09541 ,-1.10582 ,1.27600 ,-2.01118 ,2.08195 
20140917,26.63,4.53734 ,1.21222 ,2.26287 ,-2.13848 ,0.28712 ,-0.59867 ,0.51039 
20140918,26.29,4.28273 ,1.36287 ,1.45913 ,-1.14391 ,0.63396 ,-1.66335 ,0.18460 
20140919,26.38,4.05364 ,3.43300 ,-0.34637 ,-2.52150 ,1.57537 ,-0.42388 ,-0.85866 
20140922,26.48,3.63719 ,3.52094 ,1.58386 ,-1.34870 ,0.31768 ,-1.62300 ,0.30330 
20140923,26.66,3.62517 ,2.59633 ,-0.86690 ,-0.49347 ,0.99639 ,-1.83366 ,-0.55703 
20140924,26.82,3.64877 ,1.08631 ,-0.14572 ,1.49151 ,0.05198 ,-3.05878 ,0.14907 
20140925,26.86,4.14214 ,-0.28492 ,0.23610 ,2.41598 ,-0.41583 ,-1.20507 ,-1.79925 
20140926,26.96,4.48745 ,-0.49718 ,0.71989 ,2.35681 ,-0.54915 ,-0.34069 ,-1.88487 
20140929,27.04,4.69072 ,-1.46064 ,-2.21328 ,2.27851 ,0.64821 ,0.30532 ,-2.22691 
20140930,27.35,5.01740 ,-2.07603 ,1.84833 ,2.71301 ,-1.25134 ,0.97862 ,-1.23650 
20141001,27.34,5.39116 ,-4.10572 ,-0.24071 ,3.24018 ,-0.31722 ,0.62213 ,-0.57984 
20141002,27.48,5.96931 ,-4.55942 ,-0.11612 ,2.53569 ,0.20808 ,1.52724 ,-0.74533 
20141003,27.58,6.23575 ,-5.07156 ,-1.67899 ,2.05771 ,0.65823 ,1.50433 ,-0.42942 
20141006,27.3,6.59284 ,-5.66905 ,-1.66556 ,1.68823 ,0.34518 ,1.53737 ,-0.00402 
20141007,26.75,6.85708 ,-3.62199 ,0.91101 ,-0.70872 ,-0.28809 ,3.07450 ,0.11954 
20141008,26.83,6.19070 ,0.13850 ,-4.30378 ,-4.37644 ,1.90778 ,3.15711 ,0.19380 
20141009,27.3,5.51728 ,0.48667 ,1.80801 ,-2.40393 ,-0.68529 ,0.23983 ,2.14941 
20141013,27.35,5.65249 ,-1.86579 ,0.11933 ,-0.24070 ,-0.14333 ,-2.22989 ,2.51416 
20141014,27.11,6.34901 ,-2.33088 ,1.51002 ,0.06611 ,-0.20091 ,-1.12610 ,0.85046 
20141015,27.4,6.43884 ,-1.09276 ,1.38859 ,-0.80580 ,-0.20841 ,0.38475 ,-0.79244 
20141016,27.42,6.32510 ,-2.47396 ,-1.17358 ,0.73445 ,0.88096 ,-1.35765 ,-0.36167 
20141017,27.28,6.65770 ,-2.54390 ,-0.99512 ,0.27707 ,0.43088 ,-0.67471 ,-0.16252 
20141020,27.04,6.78026 ,-1.48709 ,1.61436 ,-0.58046 ,-0.38798 ,0.60430 ,-0.01133 
20141021,27.21,6.54314 ,0.01828 ,2.11359 ,-1.63301 ,-0.35638 ,1.65675 ,-0.21635 
20141022,27.25,6.27309 ,-0.56701 ,1.01809 ,-0.62674 ,0.72428 ,-0.60248 ,0.94479 
20141023,27.39,6.45068 ,-0.69955 ,1.76039 ,-0.39751 ,0.36820 ,-0.89924 ,0.59986 
20141024,27.56,6.58175 ,-1.59488 ,0.73973 ,0.55459 ,0.59286 ,-1.35901 ,0.29610 
20141027,27.64,6.91104 ,-3.06160 ,-0.69599 ,1.18135 ,1.16345 ,-0.80636 ,-0.58571 
20141028,27.56,7.32236 ,-3.32773 ,-1.21488 ,0.65187 ,1.24605 ,0.00830 ,-0.76952 
20141029,27.64,7.55690 ,-2.98818 ,0.57400 ,-0.08300 ,0.40075 ,0.74006 ,-0.64893 
20141030,27.85,7.59087 ,-2.87007 ,-1.09894 ,-0.27505 ,1.05802 ,0.35217 ,-0.28529 
20141031,27.56,7.78162 ,-4.33207 ,-1.10023 ,0.84738 ,0.66778 ,-0.31960 ,0.45781 
20141103,27.55,8.04717 ,-2.18114 ,-0.45170 ,-1.91558 ,0.51647 ,1.72192 ,-0.01240 
20141104,27.48,7.77934 ,-1.38358 ,2.60521 ,-1.12992 ,-0.52527 ,0.39132 ,0.97382 
20141105,27.5,7.59801 ,-0.80995 ,2.06365 ,-0.98347 ,-0.03855 ,-0.65367 ,1.15547 
20141106,27.64,7.61083 ,-0.15470 ,2.19177 ,-1.30320 ,0.62177 ,-1.07551 ,1.14398 
20141107,27.57,7.62082 ,-1.38865 ,-1.24620 ,-0.58438 ,1.75626 ,-1.54967 ,0.78966 
20141110,27.58,7.51974 ,-0.33612 ,-6.40199 ,-2.25481 ,2.69692 ,-0.27493 ,-0.66378 
20141111,27.57,7.50294 ,-0.50911 ,1.94240 ,-0.33884 ,-0.94328 ,-1.17133 ,0.90754 
20141112,27.48,7.63070 ,-0.41961 ,1.85185 ,-0.49848 ,-0.90962 ,-0.49795 ,0.64256 
20141113,27.58,7.68289 ,0.36244 ,2.01484 ,-0.87217 ,-0.04323 ,-0.14955 ,-0.00314 
20141114,27.85,7.75771 ,-0.43200 ,-0.53939 ,-0.43022 ,1.38221 ,-0.65643 ,-0.45988 
20141117,27.99,7.82778 ,-1.75414 ,-2.80676 ,0.76650 ,1.40460 ,-1.84305 ,0.15754 
20141118,27.99,8.64370 ,-0.28200 ,-5.40256 ,-2.52690 ,1.44361 ,2.19121 ,-1.74561 
20141119,28.22,8.70760 ,-1.18138 ,-0.07448 ,-0.44464 ,-0.87232 ,0.28317 ,-1.21422 
20141120,28.08,8.90929 ,-1.99725 ,-3.27806 ,-0.09109 ,-0.17499 ,-0.66070 ,-1.06416 
20141121,28.13,9.34557 ,-0.73642 ,1.49046 ,-0.75673 ,-1.70625 ,0.51226 ,-1.07085 
20141124,28.08,9.29007 ,-0.61822 ,1.96964 ,0.19820 ,-1.89158 ,-0.58020 ,-0.49980 
20141125,28.13,9.46331 ,0.02144 ,1.37582 ,-0.39365 ,-0.64387 ,-0.04512 ,-1.40034 
20141126,28.02,9.49189 ,0.22785 ,1.80694 ,-0.07271 ,-0.69467 ,-0.48040 ,-0.83325 
